10,1.3256932515054773,0.04900408414454242,0.08862543587732796,0.1587419946209278,0.10548918174974846,0,1,0,612.0,792.0,h2
12,1.9960082649511575,0.384807187747332,0.043849829471472535,0.5563613293217677,0.06924045447147253,0,1,0,612.0,792.0,h1
8,1.3256932515054773,0.04900408414454242,0.8382315587515783,0.1380000394933364,0.8550952949909248,0,1,0,612.0,792.0,h2
207,1.1088934805284207,0.04900408414454242,0.8581480546431108,0.4509952520233354,0.9139143047910748,0,0,0,612.0,792.0,t
26,1.3256932515054773,0.10782761667288986,0.684187301481613,0.3856792574614481,0.7010510377209596,0,1,0,612.0,792.0,h2
21,1.3256932515054773,0.04900408414454242,0.08862543587732796,0.26066310109655844,0.10548918174974846,0,1,0,612.0,792.0,h2
35,1.3256932515054773,0.04900408414454242,0.7877668900923296,0.41881396723728553,0.8046306263316761,0,1,0,612.0,792.0,h2
25,1.104746191669446,0.04900408414454242,0.8114471435546875,0.26432568419213387,0.8255002570874763,0,1,0,612.0,792.0,h3
274,1.1088934805284207,0.04900408414454242,0.8303020747020992,0.45100168465009705,0.9138410934294113,0,0,0,612.0,792.0,t
9,1.104746191669446,0.4902271445280586,0.7862501818724353,0.5722026949614482,0.8003032954052242,0,1,0,612.0,792.0,h3
12,1.104746191669446,0.4902280919692096,0.31867601413919466,0.5888407588784211,0.3327291469381313,0,1,0,612.0,792.0,h3
18,1.104746191669446,0.4902293386023029,0.5866057270705097,0.6331200194514655,0.6006588791355942,0,1,0,612.0,792.0,h3
8,1.9960082649511575,0.4068545671849469,0.043849829471472535,0.5343002119874642,0.06924045447147253,0,1,0,612.0,792.0,h1
28,1.3256932515054773,0.10782761667288986,0.08476056956281566,0.3846006954417509,0.10162431543523615,0,1,0,612.0,792.0,h2
6,1.9960082649511575,0.48531700583065257,0.043849829471472535,0.5735862083684385,0.06924045447147253,0,1,0,612.0,792.0,h1
26,1.3256932515054773,0.10782761667288986,0.5954979405258641,0.36943044226154004,0.6123616767652107,0,1,0,612.0,792.0,h2
4,1.1088934805284207,0.10720433752521191,0.615413203383937,0.13952874825670827,0.6295191061617148,0,1,0,612.0,792.0,t
74,1.1088934805284207,0.10720327788708257,0.615413203383937,0.5054975522109886,0.6434054519190933,0,0,0,612.0,792.0,t
4,1.1088934805284207,0.10720417546290978,0.650774329599708,0.13952858619440614,0.6648802323774858,0,1,0,612.0,792.0,t
62,1.1088934805284207,0.10720312829111137,0.650774329599708,0.49521472407322303,0.6787665781348643,0,0,0,612.0,792.0,t
6,1.3306610726401689,0.49884147893369585,0.953427786778922,0.559883167541105,0.9703547930476641,0,1,0,612.0,792.0,t
23,1.3256932515054773,0.04900408414454242,0.08862543587732796,0.31167153751148896,0.10548918174974846,0,1,0,612.0,792.0,h2
24,1.3256932515054773,0.04900408414454242,0.3287832857382418,0.3116266088548049,0.3456470219775884,0,1,0,612.0,792.0,h2
299,1.1088934805284207,0.0483808081134472,0.3549978082830256,0.4536260966381995,0.4524244058011758,0,0,0,612.0,792.0,t
182,1.1088934805284207,0.4903186473971099,0.6328071825432054,0.8921838897505617,0.6885734326911696,0,0,0,612.0,792.0,t
6,1.3306610726401689,0.4400179495219312,0.953427786778922,0.5010596381293403,0.9703547930476641,0,1,0,612.0,792.0,t
27,1.3256932515054773,0.10782761667288986,0.08476056956281566,0.3759354236079197,0.10162431543523615,0,1,0,612.0,792.0,h2
24,1.3256932515054773,0.10782761667288986,0.7143956964666193,0.36611350065742443,0.7312594327059659,0,1,0,612.0,792.0,h2
40,1.3256932515054773,0.5490506739398233,0.16650675763987532,0.9429674335554534,0.1833704938792219,0,1,0,612.0,792.0,h2
246,1.1088934805284207,0.5490506739398233,0.33287657150114425,0.9498812606911254,0.41641682326191604,0,1,0,612.0,792.0,t
221,1.1088934805284207,0.581656811284084,0.4225685042564315,0.9439385108698427,0.5061087174849077,0,1,0,612.0,792.0,t
16,1.9960082649511575,0.402779423333461,0.043849829471472535,0.6560678918377246,0.06924045447147253,0,1,0,612.0,792.0,h1
